"X","V1_Dir","V1_Action","V1_Lane_Nu","V1_Driver1","V1_Vehicle","V2_Driver1","V2_Dir","V2_Action","V2_Lane_Nu","V2_Driver_","Total_Vehi","Fatalities","Injury_Typ","Injured","Property_D","Crash_Type","Pedalcycli","Pedestrian","Motorcycli","V1_Type"
5858,2,14,1,8,179,0.0215989159891599,1.6254237054563,8.66183470030061,0,0,1,1.06,1.8907661498708,0,0,0,1,1,1,39
5859,2,0,1,8,266,0,2,12,1,32,2,1.09,2.01470344133152,0,0,4,1,1,1,7
5860,3,16,0,0,265,0,3,3,0,41,2,1.05,2.04196466943422,0,0,7,1,1,1,39
5861,1,14,0,0,214,0,1,13,0,33,2,1.1,2.06593322935235,0,0,0,1,1,1,48
5862,1,3,0,0,265,0,1,3,0,53,2,1.135,2.10563855116668,0,0,0,1,1,1,34
5863,2,3,2,0,244,0,2,12,2,55,2,1.03,2.05021326177565,0,0,4,1,1,1,39
5864,0,14,0,0,115,0,3,3,0,57,2,1.115,2.04380309244107,0,0,0,1,1,1,39
5865,2,3,2,0,35,0,2,12,2,52,2,1.16666666666667,2.16404694669203,0,0,4,1,1,1,39
5866,1,3,4,0,35,0,1,3,4,36,2,1.06,2,1,1,4,1,1,1,7
5867,1,14,0,8,115,0,2,3,0,36,2,1.1375,2,2,1,0,1,1,1,39
5868,2,3,2,0,244,0,2,12,2,20,2,1.06,1,3,1,4,1,1,1,39
5869,2,3,4,2.79580188679245,194,0,2,3,4,43,2,1.03,2.0312410371783,0,0,7,1,1,1,7
5870,2,3,0,0,244,0,2,12,0,31,2,1.17,2,1,1,0,1,1,1,39
5871,2,3,3,0,191,0,1,12,3,49,2,1.05,2,1,1,4,1,1,1,18
5872,2,6,1,3,179,0.146666666666667,1.92410976340222,7.88572619047619,0,0,1,1.09,2,1,1,0,1,1,1,39
5873,2,5,3,12,273,0.17,1.69039682539683,9,3,0,2,1.1,2,1,1,0,1,1,1,39
5874,1,3,3,0,265,0,1,1,3,30,2,1.03,2.09463136027373,0,0,4,1,1,1,49
5875,1,14,0,0,115,0,2,3,0,37,2,1.1225,1,2,1,0,1,1,1,7
5876,3,3,3,6.7092122797437,187,0,3,12,3,32,2,1.10166666666667,2.11927238279199,0,0,4,1,1,1,30.850523096754
5877,3,15,2,8,157,0.0104878048780487,2.37111111111111,9,2,0,2,1.02,1.81594143684031,0,0,7,1,1,1,19
5878,0,6,3,3.8000079184351,157,0,0,12,3,65,2,1.125,1.86358818736442,0,0,0,1,1,1,30.3284203778677
5879,2,1,3,0,244,0,2,3,3,22,2,1.075,2.0968769043462,0,0,0,1,1,1,2
5880,2,3,2,0,194.573221221714,-1.46896383945716e-16,1.86461384538385,7.17713397274694,0,0,1,1.01,1.96118678479144,0,0,3,1,1,1,39
5881,1,3,4,0,113.047192540102,0,1,12,4,21,3,1.045,2.14903371650849,0,0,4,1,1,1,39
5882,1,3,4,0,99.9108491937927,0,1,12,4,19,2,1.02,2.09003179093067,0,0,4,1,1,1,7
5883,2,3,4,0,192.661234289336,0.041142857142857,1.96115047582372,5.57259205157318,0,0,1,1,2.28420930232558,0,0,3,1,1,1,21
5884,2,3,1,0,35,0,2,3,1,48,2,1.18666666666667,2,3,1,4,1,1,1,39
5885,1,3,4,24,35,0,1,12,4,59,2,1.12,2,3,1,4,1,1,1,39
5886,1,6,2,6.94701887617453,194,0,1,3,2,48,2,1.02,2.05736544899837,0,0,7,1,1,1,30.1847848360961
5887,2,1,2,3.54615759745144,201,0,2,3,2,33,2,1.03,2.09274947357594,0,0,7,1,1,1,30.6522124843283
5888,3,3,0,4.50856699312561,173,0.0811538461538461,2.43311774441467,8.34037471226721,0,0,1,1,2.18714957930686,0,0,3,1,1,1,39
5889,2,16,0,5.11475275798743,258,0.0664878048780487,1.6253081232493,8.75751966589154,0,0,1,1,1.82533333333333,0,0,3,1,1,1,29.1985331262136
5890,1,6,0,0,115,0,0,3,0,0,2,1.055,1.974186196904,0,0,0,1,1,1,7
5891,0,3,3,0,244,0,0,3,3,74,2,1,1.89016713028492,0,0,4,1,1,1,39
5892,0,1,0,0,267,0,0,3,0,0,2,1.01,2.03895,0,0,7,1,1,1,39
5893,2,3,1,0,35,0,2,3,1,38,2,1.17666666666667,2,4,1,4,1,1,1,7
5894,2,3,1,0,158.208378581962,0,2,3,1,54,2,1.02,2.05358759113373,0,0,4,1,1,1,34
5895,3,3,0,8,179,0.0148948561601,2.6317291759872,9,0,0,2,1.08166666666667,2.01666666666667,0,0,7,1,1,1,11
5896,3,3,0,3,155,0.0611538461538461,2.38581163738174,6.23549946725818,0,0,1,1,2.32395177738928,0,0,3,1,1,1,21
5897,2,14,0,0,115,0,1,3,0,57,2,1.07,1,2,1,0,1,1,1,39
5898,0,3,2,0,0,0,0,12,2,77,2,1.11,1.9697945549,0,0,4,1,1,1,34
5899,0,3,0,0,185,0,0,3,0,43,2,1.03,2.19154418908258,0,0,4,1,1,1,7
5900,3,15,0,0,244,0,2,12,0,0,2,1.07,1.98041870054065,0,0,0,1,1,1,39
5901,3,15,0,0,203,0,0,3,0,0,2,1.03,2.06317597338909,0,0,0,1,1,1,39
5902,2,3,0,3,179,0.081153846153846,1.98047801862474,7.99378251784059,0,0,1,1,2.27203038889975,0,0,3,1,1,1,39
5903,1,6,4,0,179,0.0266666666666666,1.15402489714853,5.56684564860427,0,0,1,1.05,1,2,1,0,1,1,1,7
5904,2,3,0,0,84,0,2,3,0,0,2,1.18666666666667,2.09176388255014,0,0,0,1,1,1,39
5905,1.40144522513576,3,1,1.79735185185185,175.309075682525,0.112,1.3707707109099,2,1,0,2,1.05,1.79293172690763,0,0,0,1,1,1,39
5906,2,3,0,8,175,0.11,1.78719138755981,8.31832930918846,0,0,1,1.01,1,1,1,3,1,1,1,52
5907,2,3,0,0,115,0,0,3,0,47,2,1.1075,2,1,1,0,1,1,1,39
5908,0,14,0,0,115,0,1,3,0,59,2,1.07,1,2,1,0,1,1,1,39
5909,0,14,0,8,115,0,3,3,0,21,2,1.20766666666667,2.03028961135961,0,0,0,1,1,1,34
5910,1,3,3,0,70,0,1,12,3,38,2,1.15,2.11926133641153,0,0,4,1,1,1,39
5911,1,1,3,0,267,0,1,3,3,35,2,1.06,2.10918128326922,0,0,0,1,1,1,39
5912,2,6,0,0,267,0,2,3,0,0,2,1.06,2.14413939393939,0,0,0,1,1,1,42
5913,2,6,2,0,165,0.0209523809523809,1.87680810253801,13,2,0,2,1.1,1.85427477017365,0,0,0,1,1,1,34
5914,3,3,0,0,115,0,1,3,0,41,3,1.0875,1,1,1,0,1,1,1,39
5915,1,3,0,0,182.511736529546,0,1,12,0,49,2,1.06,2.21602922838027,0,0,4,1,1,1,39
5916,1,3,0,2.3459772716104,64.4205310932352,0,2,3,0,38,4,1.2375,2,4,1,0,1,1,1,39
5917,2,3,4,0,106.031005591286,0,2,3,4,63,2,1.01,2.13858538003162,0,0,4,1,1,1,39
5918,1,3,1,0,136.14110286976,0,1,12,1,41,2,1.04,2.15623459992615,0,0,4,1,1,1,18
5919,2,6,0,0,179,0,2,3,0,51,2,1.165,2,1,1,0,1,1,1,37
5920,2,3,1,0,35,0,2,12,1,17,3,1.11166666666667,2.14527782895671,0,0,4,1,1,1,39
5921,2,6,0,8,179,0.00164165103189487,1.8416996009674,8.64389935413851,0,0,1,1.02,1.95,0,0,3,1,1,1,19
5922,1,14,0,0,115,0,0,3,0,22,2,1,3,2,1,0,1,1,1,39
5923,2,3,0,0,120.229928482319,0,3,3,0,22,2,1.10666666666667,2,2,1,0,1,1,1,38
5924,3,3,0,0,185,0,3,12,0,0,4,1.07666666666667,2.03920928889951,0,0,4,1,1,1,34
5925,0,14,0,24,115,0.8,2,3,0,23,2,1.3475,2,3,1,0,1,1,1,18
5926,3,3,0,0,0,0,1,3,0,15,3,1.22666666666667,2,3,1,0,1,1,1,12
5927,2,3,1,0,185,0,2,12,1,19,2,1.02,2,1,1,4,1,1,1,39
5928,2,3,0,0,115,0,3,3,0,63,2,1.135,2,2,1,0,1,1,1,39
5929,0,6,1,3.25947910980046,15,0.0399999999999999,0.73953446291938,7.95915491850474,0,0,1,1.02,1.94916666666667,0,0,3,1,1,1,34
5930,1,14,0,0,0,0,3,3,0,31,2,1.22666666666667,2,1,1,0,1,1,1,39
5931,1,14,0,0,0,0,1,3,0,28,2,1.17,2,1,1,0,1,1,1,39
5932,1,1,2,3.43067640692641,201,0,1,3,2,31,2,1.05,2,1,1,6,1,1,1,34.8282080501198
5933,3,14,0,0,115,0,1,3,0,32,2,1.0675,2,2,1,0,1,1,1,39
5934,3,6,0,0,257,0.0666666666666666,1.7227849025974,6.25538486429054,0,0,1,1,0,2,1,3,1,1,1,19
5935,0,14,2,0,115,0,3,3,2,20,2,1.116,1.93746694177913,0,0,0,1,1,1,39
5936,1,3,3,0.129892985764165,185,0,1,3,3,53,2,1.02,2.15274706320011,0,0,4,1,1,1,39
5937,2,3,0,0,115,0,1,3,0,22,2,1.0675,2.0570964965737,0,0,0,1,1,1,39
5938,1,0,2,0,266,0,1,3,2,48,2,1.03,2.02524220162567,0,0,4,1,1,1,14
5939,3,3,2,0,35,0,3,3,2,46,2,1.15666666666667,1,5,1,4,1,1,0,28
5940,2,3,0,0,115,0,0,3,0,39,2,1.1225,2,1,1,0,1,1,1,7
5941,1,3,0,0,265,0,3,3,0,45,3,1.135,1,1,1,0,1,1,1,39
5942,2,3,1,0,244,0,2,3,1,22,2,1.03,1,1,1,4,1,1,1,39
5943,2,3,0,0,265,0,2,3,0,0,2,1.01,1.99463164362519,0,0,7,1,1,1,48
5944,2,6,0,0,267,0,2,3,0,55,2,1.07,2.14754851771036,0,0,0,1,1,1,39
5945,1,3,4,0,35,0,1,3,4,43,2,1.1,2.15923175858166,0,0,4,1,1,1,39
5946,0,3,3,0,167.257473597246,0,0,12,3,63,2,1.03,2.08760591650695,0,0,4,1,1,1,34
5947,3,14,0,0,179,0,3,13,0,0,2,1.07666666666667,2.00311664652068,0,0,0,1,1,1,39
5948,2,3,0,0,244,0,2,12,0,42,2,1.06,2,1,1,4,1,1,1,18
5949,2,3,1,0,185,0,2,12,1,54,2,1.03,2.12964397151288,0,0,4,1,1,1,39
5950,3,3,3,17,35,0,3,12,3,49,2,1.23666666666667,2,1,1,4,1,1,1,39
5951,1,3,3,0,185,0,1,12,3,47,3,1.05,2.16359959183648,0,0,4,1,1,1,38
5952,1,6,0,0,179,0.0399999999999999,1.15068630479553,6.25182183908046,0,0,1,1,2,1,1,3,1,1,1,39
5953,1,3,0,0,35,0,1,12,0,52,2,1.17,2,1,1,4,1,1,1,39
5954,1,3,0,0,244,0,1,12,0,25,2,1.03,2.16422568814388,0,0,4,1,1,1,48
5955,3,0,0,0,266,-1.0248746296071e-16,1.77704353514106,9,0,0,2,1.07,1.86822977697978,0,0,1,1,1,1,49
5956,2,3,0,0,197,0,2,12,0,55,2,1.06,2,1,1,7,1,1,1,49
5957,1,0,0,3.87700906188858,194,0.00115384615384609,2,12,0,28,2,1.1,2.02896874433174,0,0,1,1,1,1,39
5958,1,14,0,0,185,0,1,13,0,41,2,1.06,2,1,1,4,1,1,1,39
5959,2,3,0,0,0,0,3,3,0,25,2,1.27333333333333,1,2,1,0,1,1,1,39
5960,2,14,0,0,203,0,2,3,0,32,2,1.08,2,1,1,0,1,1,1,39
5961,3,1,2,4.40310676484123,194,0,3,3,2,46,2,1.1,2,1,1,7,1,1,1,29.6899593109593
5962,0,3,1,0,244,0,0,3,1,54,2,1.02,2,1,1,4,1,1,1,7
5963,1,3,3,0,184.015952365934,0,1,3,3,58,2,1.01,2.08828149690707,0,0,3,1,1,1,39
5964,1,3,0,0,136.576695981741,0,1,12,0,36,2,1.06,2,1,1,4,1,1,1,39
5965,2,3,4,3,137.930419507958,0,2,3,4,32,3,1.055,2,1,1,4,1,1,1,19
5966,1,3,3,0,204.067751490203,0.00114285714285706,1,3,3,0,2,1.01,2.04260810350698,0,0,3,1,1,1,7
5967,2,3,1,0,35,0,2,12,1,56,2,1.14666666666667,2.05624466956078,0,0,4,1,1,1,37
5968,2,3,1,0,185,0,2,12,1,29,2,1.08,1,1,1,4,1,1,1,34
5969,2,3,1,0,244,0,2,3,1,27,2,1.03,1.89179434210361,0,0,4,1,1,1,34
5970,1,3,0,0,244,0,1,12,0,48,2,1.05,2,1,1,4,1,1,1,19
5971,2,3,0,0,35,0,2,12,0,30,2,1.15666666666667,2.16965158019869,0,0,4,1,1,1,34
5972,2,6,2,1.19301515151515,265,0.0201069518716576,2,15,2,0,2,1.11,2.00727477017365,0,0,8,1,1,1,39
5973,0,6,0,0,101,0.0866666666666666,0.723770537341264,6.14133333333333,0,0,1,1,1,2,1,3,1,1,1,38
5974,3,3,2,3,179,0.12,2.52789742566827,8.20813480269537,0,0,1,1.01,2.07155594405594,0,0,3,1,1,1,27
5975,3,3,3,0,35,0,3,12,3,55,3,1.21666666666667,1,3,1,4,1,1,1,39
5976,3,3,1,0,35,0,3,12,1,45,2,1.17666666666667,2.0473791061168,0,0,4,1,1,1,37
5977,2,3,2,0,133.630987187281,0,2,12,2,41,2,1.06,2,1,1,4,1,1,1,39
5978,1,3,0,0,190.917012772508,0,1,12,0,0,2,1.01,2.12716995841996,0,0,4,1,1,1,39
5979,3,3,0,0,0,0,1,3,0,41,2,1.12166666666667,2.01011551599608,0,0,0,1,1,1,19
5980,1,14,0,0,115,0,2,3,0,60,2,1.115,2,2,1,0,1,1,1,21
5981,1,14,0,0,115,0,2,3,0,20,2,1.10183333333333,1,3,1,0,1,1,1,39
5982,1,6,2,0,179,0,1,3,2,25,2,1.02,2.0734435028286,0,0,7,1,1,1,39
5983,1,3,4,0,35,0.000547767753874543,1,12,4,0,3,1.065,1.9987855205344,0,0,4,1,1,1,39
5984,1,3,1,0,244,0,1,12,1,53,2,1.04,2.02121225298611,0,0,4,1,1,1,48
5985,1,3,1,0,185,0,1,12,1,55,2,1.03,2.14578717500704,0,0,4,1,1,1,39
5986,2,15,0,0,265,0.0766666666666666,1.70843067226891,6.14235778679288,0,0,1,1,1,1,1,3,0,1,1,7
5987,0,3,2,0,163.490013164946,0,0,12,2,31,3,1.055,2,1,1,4,1,1,1,39
5988,0,5,1,0,244,0,3,3,1,78,2,1.175,2,2,1,0,1,1,1,34
5989,0,14,0,0,115,0,3,3,0,0,2,1.12666666666667,2.13398101691438,0,0,0,1,1,1,7
5990,0,0,0,0,266,0,3,12,0,0,2,1.12666666666667,1.94027290392802,0,0,1,1,1,1,7
5991,2,14,0,0,203,0,2,3,0,32,2,1.05,2,2,1,4,1,1,1,39
5992,1,3,0,3,0,0,3,13,0,19,2,1.24666666666667,2,3,1,0,1,1,1,39
5993,1,3,0,0,265,0,3,13,0,23,2,1.15666666666667,2,1,1,0,1,1,1,39
5994,0,3,2,0,185,0,0,12,2,39,2,1.04,2,1,1,4,1,1,1,34
5995,1,0,0,0,266,0,1,12,0,0,2,1.085,1.86410133565621,0,0,1,1,1,1,34
5996,2,6,3,0,115,0,2,3,3,58,2,1.04,2,3,1,6,1,1,1,39
5997,0,6,0,5.98325,201,0,3,12,0,41,2,1.13,2,5,1,6,1,1,1,25.975181041181
5998,3,6,0,0,267,0,3,3,0,0,2,1.08166666666667,1.99962857142857,0,0,7,1,1,1,12
5999,1,1,1,0,267,0,1,3,1,74,2,1.04,2.1136198663297,0,0,0,1,1,1,39
6000,1,3,0,0,35,0,1,12,0,27,2,1.14,2,1,1,4,1,1,1,38
6001,1,1,0,0,267,0,1,3,0,24,2,1.07,2,3,1,7,1,1,1,7
6002,1,6,0,17,179,0.04,1.21333333333333,7.15401502347418,0,0,1,1,2,1,1,3,1,1,1,39
6003,2,3,2,0,35,0,2,12,2,46,2,1.18666666666667,2,1,1,4,1,1,1,39
6004,2,3,1,0,185,0,2,3,1,53,2,1.03,2.1004191938779,0,0,4,1,1,1,21
6005,0,14,0,0,115,0,3,3,0,33,2,1.23666666666667,1,3,1,0,1,1,1,7
6006,3,3,0,0,115,0,1,3,0,37,2,1.0975,2,1,1,0,1,1,1,39
6007,2,3,0,17,35,0,2,3,0,46,2,1.11666666666667,2.1144537815126,0,0,4,1,1,1,21
6008,3,3,0,0,179,0.140176991150442,2.46882393417309,7.32715038259547,0,0,1,1,2.01597513597514,0,0,3,1,1,1,19
6009,1,14,0,0,115,0,2,3,0,41,2,1.1225,2,2,1,0,1,1,1,38
6010,2,3,0,3.68053453519622,19,0,1,13,0,17,2,1.21666666666667,1.91689664502165,0,0,0,1,1,1,49
6011,2,3,1,0,185,0,2,12,1,35,2,1.08,2,4,1,4,1,1,1,7
6012,2,3,0,9,179,0.0816416510318949,1.89552482799298,8.34266348947393,0,0,1,1.01,2.16245896032832,0,0,3,1,1,1,39
6013,1,3,4,0,35,0,1,12,4,25,2,1.1,2.13783253383652,0,0,4,1,1,1,39
6014,1,15,4,0,244,0,1,3,4,29,2,1.095,1.97853263180887,0,0,0,1,1,1,7
6015,0,3,0,9,273,0,3,12,0,23,2,1.11166666666667,1.9397017373736,0,0,2,1,1,1,7
6016,1,3,1,0,233,-8.18789480661053e-17,1,3,1,0,3,1.02,1,1,1,7,1,1,1,39
6017,1,3,0,0,185,0,1,3,0,41,2,1.05,2.19773055827205,0,0,4,1,1,1,34
6018,2,14,2,0,115,0,1,3,2,36,2,1.0275,0,1,1,0,1,1,0,39
6019,3,5,1,0,115,0,2,3,1,32,2,1.1025,2.10174284381031,0,0,0,1,1,1,34
6020,1.72385363247863,12,2,1.17377777777778,191.544536878584,0,2,3,2,50,2,1.05,2,1,1,3,1,0,1,39
6021,3,14,0,0,115,0,0,3,0,44,2,1.1225,2,1,1,0,1,1,1,7
6022,2,3,0,0,0,0,3,3,0,63,2,1.24166666666667,2.06941436165168,0,0,0,1,1,1,39
6023,1,3,0,0,265,0,3,3,0,0,2,1.08666666666667,2.07112760344822,0,0,0,1,1,1,39
6024,3,3,3,0,185,0,3,3,3,39,2,1.10166666666667,2,1,1,4,1,1,1,7
6025,2,14,0,17,203,0,2,13,0,52,2,1.1,2.05343944099379,0,0,7,1,1,1,7
6026,1,6,3,0,179,0,1,3,3,40,2,1.02,2.08076493140002,0,0,7,1,1,1,39
6027,0,10,0,24,246,0,3,14,0,66,2,1.25,2,1,1,0,1,1,1,27
6028,1,15,0,0,203,0,1,14,0,21,2,1.145,1.96532341269841,0,0,0,1,1,1,34
6029,2,6,2,0,115,0,3,3,2,27,2,1.22666666666667,2,1,1,0,1,1,1,21
6030,0,3,2,0,151.755654951813,0,0,3,2,42,2,1.02,2.02639039027912,0,0,4,1,1,1,19
6031,0,3,1,0,185,0,0,12,1,21,2,1.03,2.04508138661403,0,0,4,1,1,1,7
6032,0,3,1,24,244,0,0,3,1,41,3,1.05,1,3,1,4,1,1,1,39
6033,3,3,2,10.5966453838159,194,0,3,12,2,63,2,1.12,2.06596646498158,0,0,4,1,1,1,7
6034,1,16,0,0,265,0,1,3,0,57,2,1.03,1,1,1,7,1,1,1,7
6035,2,3,0,0,185,0,2,3,0,67,3,1.02,2.18350246263996,0,0,4,1,1,1,39
6036,2,6,3,0,189.315455380558,0,2,3,3,44,3,1.02,2.10149586582508,0,0,6,1,1,1,39
6037,1,3,0,0,178.041528574376,0,1,12,0,52,2,1.08,2.22930091466475,0,0,4,1,1,1,38
6038,1,3,4,0,35,0,1,3,4,63,4,1.05,1,3,1,4,1,1,1,34
6039,1,3,4,0,35,0,1,12,4,24,5,1.135,1,4,1,4,1,1,1,7
6040,1,3,3,1.06275886945324,179,0,2,3,3,42,2,1.04,2.16711334088528,0,0,4,1,1,1,38
6041,1,6,0,24,197,0,1,3,5,22,2,1.02,2.03216365906254,0,0,7,1,1,1,39
6042,0,5,0,0,115,0,3,3,0,41,3,1.205,1,2,1,0,1,1,1,21
6043,1,3,0,17,166.167417472807,0,1,12,0,53,2,1.07,2,2,1,4,1,1,1,49
6044,0,3,2,0,185,0,0,12,2,26,2,1.04,2.11960423512912,0,0,4,1,1,1,38
6045,1,3,0,0,179,0.00662162162162152,1.20710770731902,9,0,0,2,1.05,2.01375,0,0,0,1,1,1,19
6046,3,3,0,0,185,0,3,12,0,0,2,1.04166666666667,2.15446291208791,0,0,4,1,1,1,39
6047,1,14,2,23,227,0,0,3,2,25,2,1.09,2,4,1,0,1,1,1,49
6048,0,14,0,0,115,0,3,3,0,59,2,1.115,1.99569940580513,0,0,0,1,1,1,39
6049,0,3,0,0,185,0,0,12,0,0,2,1.01,2.10106967542861,0,0,4,1,1,1,7
6050,0,3,0,0,179,0,0,9,0,0,2,1.05,1.98089077247889,0,0,0,1,1,1,39
6051,1,3,0,0,0,0,0,3,0,36,2,1.145,2.05693995070839,0,0,0,1,1,1,34
6052,2,1,0,0,267,0,2,3,5,29,2,1.04,2.08863042595689,0,0,7,1,1,1,34
6053,1,3,2,0,185,0,1,12,2,39,2,1.04,2.17000861967554,0,0,4,1,1,1,39
6054,2,3,4,0,35,0,2,12,4,26,2,1.22666666666667,2.01720958636147,0,0,0,1,1,1,39
6055,0,3,0,1,115,0,2,3,0,51,2,1.1475,2,1,1,0,1,1,1,39
6056,1,14,0,4.91059654972107,39,0.0799999999999999,1.13620703474929,7.77733981667784,0,0,1,1.01,1.77157294920745,0,0,3,1,1,1,39
6057,2,3,0,17,118.294479153926,0,2,12,0,35,2,1.1,2.15964642025749,0,0,4,1,1,1,39
6058,2,3,1,0,148.994379727347,0,2,3,1,64,3,1.04,2,2,1,4,1,1,1,39
6059,1,6,0,1,179,-8.32320323773672e-17,1.15552981886191,8.83195005533336,0,0,1,1.01,2.08,0,0,3,1,1,1,48
6060,2,3,1,0,194,0.0201069518716576,1.95157642524813,8.04886138179982,0,0,1,1,2.10666666666667,0,0,7,1,1,1,46
6061,2,3,0,0,54,0,2,6,0,44,2,1.15666666666667,2,1,1,4,1,1,1,19
6062,0,0,0,0,266,0,3,12,0,0,2,1.14666666666667,1.93014251583168,0,0,1,1,1,1,34
6063,2,6,0,0,115,0,0,3,0,0,2,1.055,2.00302973596452,0,0,0,1,1,1,19
6064,0,3,0,0,182.815796783389,0,0,12,0,62,2,1.03,2,1,1,4,1,1,1,49
6065,1,14,0,0,265,0,0,3,0,21,2,1.026,2,2,1,0,1,1,1,39
6066,2,3,0,3.5497823350805,157,0.081153846153846,1.85660058695032,6.92767947372596,0,0,1,1,2.23744829934751,0,0,3,1,1,1,39
6067,1,3,2,8,56,0,1,3,2,25,2,1.1375,2.14935194780778,0,0,4,1,1,1,38
6068,3,3,1,0,180.174737674658,0,3,12,1,29,3,1.12666666666667,2,4,1,4,1,1,1,39
6069,1,3,0,2.73362717256148,238,0,1,12,0,24,2,1.05,2,2,1,4,1,1,1,34
6070,0,3,3,8,49,0.0224999999999999,0.682939393939394,7.78716666666667,0,0,1,1.01,2,1,1,3,1,1,0,28
6071,1,3,4,0,185,0,1,12,4,54,3,1.03,2,3,1,4,1,1,1,7
6072,1,6,3,12,179,0,1,3,3,64,2,1.02,1.75927477017365,0,0,6,1,1,1,7
6073,1,1,3,2.74412029901864,201,0,1,3,3,18,2,1.01,2.05458429398317,0,0,7,1,1,1,39
6074,1,3,3,0,244,0,1,12,3,24,3,1.035,2.1454436852037,0,0,4,1,1,1,39
6075,2,3,0,0,185,0,2,3,0,0,2,1.01,2.02600402776279,0,0,4,1,1,1,34
6076,2,0,0,8,266,0.0216416510318949,1.78197493663301,9,0,0,2,1.07,1.80519444444444,0,0,1,1,1,1,18
6077,2,3,2,0,179,0.065,1.93716305916306,6.39742658730159,0,0,1,1,2,1,1,3,1,1,1,7
6078,2,14,0,0,115,0,2,3,0,38,2,1.1175,1,3,1,0,1,1,1,39
6079,1,3,2,0,131.61412470673,0,1,3,2,45,2,1.02,2.11902160561668,0,0,4,1,1,1,7
6080,1,15,0,1.32268321718931,175.783520688462,0,1,14,0,57,2,1.09,2,1,1,4,1,1,1,39
6081,1,3,4,0,179,0,1,3,4,47,2,1.03,2.13872259185551,0,0,7,1,1,1,34
6082,1,15,0,0,204.537282319187,0,1,12,0,48,2,1.05,2.16275833360524,0,0,4,1,1,1,7
6083,1,6,3,7,179,0,2,3,3,36,2,1.04,2,1,1,6,1,1,1,39
6084,2,3,0,0,233,-6.69950206422243e-17,1.75438311688312,7.06536796536797,0,0,1,1.01,1,1,1,3,1,1,1,39
6085,1,3,0,0,35,0,1,12,0,33,2,1.1,2,1,1,4,1,1,1,7
6086,1,3,2,8,175,0.083731048121292,1.21556899946516,7.44650915591585,0,0,1,1.01,2.09403422756707,0,0,3,1,1,1,7
6087,3,1,0,8,179,0,3,3,0,0,2,1.12166666666667,2.02572261072261,0,0,0,1,1,1,38
6088,0,1,0,0,194,0,0,3,0,0,2,1.01,2.10353632478632,0,0,6,1,1,1,39
6089,3,3,2,1.23904646172017,19,0,3,12,2,24,2,1.16833333333333,2.04427472511829,0,0,4,1,1,1,34
6090,3,1,1,2.66190458269329,157,0,3,3,1,38,2,1.10666666666667,2,1,1,0,1,1,1,39
6091,0,16,0,5.52021054015477,265,0.146487804878049,1.27686346519884,9.89172301627747,0,0,1,1.08,1.77178571428571,0,0,0,1,1,1,7
6092,1,6,2,2.72612987012987,244,0,1,3,2,20,3,1.08933333333333,1,3,1,0,1,1,1,39
6093,1,3,0,0,179,0.0524398034398033,1.02604021108706,7.59504996649851,0,0,1,1,1.93037009252313,0,0,3,1,1,1,37
6094,2,3,2,0,194,0,2,3,2,22,2,1.02,2.0015702430362,0,0,4,1,1,1,34
6095,2,3,0,0,265,0,3,3,0,30,3,1.15166666666667,2,5,1,0,1,1,1,39
6096,1,3,0,17,0,0,2,13,0,49,2,1.34,2,2,1,0,1,1,1,38
6097,2,3,1,17,185,0,2,12,1,31,2,1.1,2,1,1,4,1,1,1,39
6098,3,3,1,0,185,0,3,3,1,32,2,1.10166666666667,2,1,1,4,1,1,1,34
6099,2,3,0,0,0,0,0,3,0,37,3,1.18166666666667,2,1,1,0,1,1,1,7
6100,2,15,1,5.21643439872167,179,0.0104878048780487,1.72151504299806,8.534159507757,0,0,1,1,1.74945896032832,0,0,3,1,1,1,39
6101,1,3,0,8,179,0.0522649572649572,1.54243439493391,9,0,0,3,1.05,1.96235714285714,0,0,0,1,1,1,39
6102,1,3,1,0,185,1,1,12,1,57,2,1.1,2,2,1,4,1,1,1,39
6103,1,1,0,0,267,0,1,3,0,51,2,1.05,2.05871330848217,0,0,7,1,1,1,39
6104,1,3,1,0,35,0,1,3,1,30,2,1.1,2.10574837836285,0,0,4,1,1,1,38
6105,1,6,2,0,179,0,1,3,2,36,2,1.02,2,1,1,7,1,1,1,39
6106,1,3,4,0,35,0,1,12,4,51,2,1.11,2.15259652451085,0,0,4,1,1,1,7
6107,0,3,1,0,203,0,0,3,1,37,2,1.05,2,2,1,0,1,1,1,39
6108,1,3,0,0,265,0,1,3,0,31,2,1.105,2,1,1,0,1,1,1,18
6109,0,3,3,19,244,0,0,12,3,30,2,1.07,2,2,1,4,1,1,1,39
6110,2,14,0,0,265,0,1,3,0,27,2,1.115,1,1,1,0,1,1,1,7
6111,1,3,0,4.58808823529412,194,0,1,3,0,39,2,1.07,2,4,1,4,1,1,1,39
6112,1,3,3,0,184.448452197851,0.0418181818181817,1.09221268325523,6.26361552128033,0,0,1,1,2.04771857737162,0,0,3,1,1,1,39
6113,2,6,4,0,232,0.12,1.94634260106091,6.60728364338634,0,0,1,1.01,2.03628048780488,0,0,3,1,1,1,12
6114,1,6,3,8,160,0,1,3,3,57,2,1.06,2,3,1,0,1,1,1,39
6115,3,3,0,0,0,0,0,13,0,46,2,1.27666666666667,1,2,1,0,1,1,1,39
6116,3,15,2,0,0,0,3,3,2,21,2,1.17433333333333,2,1,1,4,1,1,1,48
